,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,军队,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
1187,隋军,女,汉族,1961/9/1,山东省,东营市,广饶县,硕士,1985/2/1,在职,,,,,,,,,,,,,,,,,
1188,张兆民,男,汉族,1962/3/1,福建省,南平市,邵武县,本科,1984/12/1,在职,,,,,,,,,,,,,,,,,
1189,张燮飞,男,汉族,1955/12/1,福建省,龙岩市,,硕士,1981/10/1,在职,,,,,,,,,,,,,,,,,
1190,黄晓炎,男,汉族,1960/9/1,福建省,泉州市,南安市,本科,1982/11/1,立案查处,,是,贪污腐败,,否,2014/9/17,福建省纪委,是,受贿罪,,2015/3/25,福建省,南平市,,,,
1191,陈桦,女,汉族,1954/10/1,福建省,泉州市,惠安县,本科,1992/6/1,在职,,,,,,,,,,,,,,,,,
1192,龚清概,男,汉族,1958/6/1,福建省,泉州市,石狮市,硕士,1979/3/1,立案查处,,是,贪污腐败,,否,2016/1/19,中纪委,是,受贿罪,人民币5352万元,2017/2/22,河南省,安阳市,15年有期徒刑,否,,
1193,林宝金,男,汉族,1964/3/1,福建省,漳州市,平和县,硕士,1991/6/1,在职,,,,,,,,,,,,,,,,,
1194,林克敏,男,汉族,,福建省,,,,,退休,,,,,,,,,,,,,,,,,
1195,李川,男,汉族,1950/10/1,福建省,莆田市,,硕士,1969/1/1,在职,,,,,,,,,,,,,,,,,
1196,徐谦,男,汉族,1954/2/1,浙江省,温州市,,本科,1974/11/1,在职,,,,,,,,,,,,,,,,,
1197,雷春美,女,畲族,1959/1/1,福建省,宁德市,福安市,硕士,1978/2/1,在职,,,,,,,,,,,,,,,,,
1198,裴金佳,男,汉族,1963/8/1,福建省,泉州市,安溪县,硕士,,在职,,,,,,,,,,,,,,,,,
1199,李天森,男,汉族,,福建省,,,,,退休,,,,,,,,,,,,,,,,,
1200,何锦龙,男,汉族,1947/12/1,福建省,泉州市,惠安县,高中,,退休,,,,,,,,,,,,,,,,,
1201,吴洪芹,女,汉族,1961/5/1,四川省,眉山市,丹棱县,硕士,,在职,,,,,,,,,,,,,,,,,
1202,李敏忠,男,汉族,1954/5/1,福建省,,,专科,,退休,,,,,,,,,,,,,,,,,
1203,陈冬,男,汉族,1963/11/1,福建省,福州市,罗源县,博士,1983/11/1,在职,,,,,,,,,,,,,,,,,
1204,陈家东,男,汉族,1959/10/1,福建省,福州市,长乐市,本科,,在职,,,,,,,,,,,,,,,,,
1205,刘德章,男,汉族,1946/12/1,福建省,莆田市,,硕士,,退休,,,,,,,,,,,,,,,,,
1206,徐钢,男,汉族,1958/12/1,福建省,南平市,浦城,本科,1985/1/1,立案查处,,是,贪污腐败,,否,2015/3/20,中纪委,是,受贿罪,人民币1977万元,2016/9/22,安徽省,合肥市,13年有期徒刑,否,,
1207,施永康,男,汉族,1945/1/1,福建省,泉州市,晋江县,专科,1975/9/1,退休,,,,,,,,,,,,,,,,,
1208,何团经,男,汉族,1950/1/1,福建省,福州市,福清市,专科,1968/1/1,死亡,,,,,,,,,,,,,,,,,
1209,郑道溪,男,汉族,1954/4/1,福建省,漳州市,龙海县,硕士,1981/8/1,在职,,,,,,,,,,,,,,,,,
1210,朱明,男,汉族,1949/1/1,福建省,泉州市,晋江县,本科,,退休,,,,,,,,,,,,,,,,,
1211,李建国(福建省),男,汉族,1952/8/1,福建省,泉州市,,本科,1969/1/1,在职,,,,,,,,,,,,,,,,,
1212,黄少萍,男,汉族,1959/1/1,福建省,泉州市,,硕士,1980/4/1,死亡,,,,,,,,,,,,,,,,,
1213,郑新聪,男,汉族,1963/11/1,福建省,莆田市,仙游县,本科,1986/12/1,在职,,,,,,,,,,,,,,,,,
1214,张健(山东省),男,汉族,1956/3/1,山东省,烟台市,栖霞市,本科,,在职,,,,,,,,,,,,,,,,,
1215,刘道崎,男,汉族,1958/10/1,福建省,三明市,宁化县,硕士,1978/9/1,在职,,,,,,,,,,,,,,,,,
1216,杜源生,男,汉族,1961/8/1,福建省,福州市,罗源县,本科,,在职,,,,,,,,,,,,,,,,,
1217,苍震华,男,满族,1946/2/1,福建省,福州市,,本科,1985/4/1,退休,,,,,,,,,,,,,,,,,
1218,叶继革,男,汉族,1950/3/1,浙江省,金华市,,本科,,退休,,,,,,,,,,,,,,,,,
1219,黄琪玉,女,汉族,1957/8/1,福建省,龙岩市,上杭县,硕士,,在职,,,,,,,,,,,,,,,,,
1220,邓本元,男,汉族,1963/6/1,福建省,福州市,,硕士,,在职,,,,,,,,,,,,,,,,,
1221,翁福琳,女,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
1222,练知轩,男,汉族,1945/2/1,福建省,福州市,,专科,,退休,,,,,,,,,,,,,,,,,
1223,郑松岩,男,汉族,1951/8/1,福建省,福州市,,本科,,退休,,,,,,,,,,,,,,,,,
1224,苏增添,男,汉族,1954/3/1,福建省,龙岩市,永定县,硕士,1975/1/1,在职,,,,,,,,,,,,,,,,,
1225,杨益民,男,汉族,1957/9/1,福建省,泉州市,南安市,本科,1980/10/1,在职,,,,,,,,,,,,,,,,,
1226,袁荣祥,男,汉族,1955/3/1,浙江省,绍兴市,嵊州县,硕士,1978/3/1,退休,,,,,,,,,,,,,,,,,
1227,杨岳,男,汉族,1968/7/1,辽宁省,葫芦岛市,兴城县,博士,1986/6/1,在职,,,,,,,,,,,,,,,,,
1228,陈少勇,男,汉族,1955/6/1,福建省,漳州市,龙海县,本科,1979/6/1,立案查处,,是,贪污腐败,,否,2008/7/1,中纪委,是,受贿罪,人民币819万余,2010/1/18,江苏省,南京市,无期徒刑,否,,
1229,詹毅,男,汉族,1949/12/1,福建省,宁德市,福安市,硕士,,退休,,,,,,,,,,,,,,,,,
1230,张国胜,男,汉族,1956/12/1,福建省,漳州市,平和县,硕士,1981/6/1,死亡,,,,,,,,,,,,,,,,,
1231,翁玉耀,男,汉族,1965/3/1,福建省,福州市,福清市,本科,,在职,,,,,,,,,,,,,,,,,
1232,叶家松,男,汉族,1948/9/1,福建省,福州市,闽侯县,硕士,1972/11/1,退休,,,,,,,,,,,,,,,,,
1233,袁锦贵,男,汉族,1950/6/1,福建省,龙岩市,上杭县,本科,,退休,,,,,,,,,,,,,,,,,
1234,杨根生,男,汉族,1955/11/1,河南省,信阳市,商城县,专科,,在职,,,,,,,,,,,,,,,,,
1235,梁建勇,男,汉族,1959/9/1,山西省,晋城市,阳城县,硕士,,在职,,,,,,,,,,,,,,,,,
1236,朱亚衍,男,汉族,1944/8/1,福建省,泉州市,惠安县,本科,,退休,,,,,,,,,,,,,,,,,
1237,刘赐贵,男,汉族,1955/9/1,福建省,泉州市,,硕士,1973/12/1,在职,,,,,,,,,,,,,,,,,
1238,刘可清,男,汉族,1955/5/1,福建省,宁德市,周宁县,硕士,1975/12/1,在职,,,,,,,,,,,,,,,,,
1239,洪永世,男,汉族,1942/8/1,福建省,泉州市,永春县,本科,1972/12/1,退休,,,,,,,,,,,,,,,,,
1240,郑立中,男,汉族,1951/10/1,福建省,宁德市,霞浦县,硕士,1978/12/1,在职,,,,,,,,,,,,,,,,,
1241,何立峰,男,汉族,1955/2/1,福建省,龙岩市,永定县,博士,1981/6/1,在职,,,,,,,,,,,,,,,,,
1242,于伟国,男,汉族,1955/10/1,山东省,威海市,文登区,本科,1975/10/1,在职,,,,,,,,,,,,,,,,,
1243,王蒙徽,男,汉族,1960/1/1,江苏省,盐城市,,博士,1981/11/1,在职,,,,,,,,,,,,,,,,,
1244,宋德福,男,汉族,1946/2/1,河北省,沧州市,盐山县,专科,1965/12/1,死亡,,,,,,,,,,,,,,,,,
1245,尤权,男,汉族,1954/1/1,河北省,秦皇岛市,卢龙县,硕士,1973/3/1,在职,,,,,,,,,,,,,,,,,
1246,梁绮萍,女,汉族,1947/11/1,福建省,漳州市,芗城区,专科,1974/10/1,退休,,,,,,,,,,,,,,,,,
1247,黄小晶,男,汉族,1946/3/1,福建省,福州市,,本科,1973/12/1,在职,,,,,,,,,,,,,,,,,
1248,黄瑞霖,男,汉族,1944/6/1,福建省,福州市,闽侯,本科,1969/11/1,退休,,,,,,,,,,,,,,,,,
1249,陈文清,男,汉族,1960/1/1,四川省,眉山市,仁寿县,本科,1983/3/1,在职,,,,,,,,,,,,,,,,,
1250,李宏,男,汉族,1953/6/1,,,,,,退休,,,,,,,,,,,,,,,,,
1251,唐国忠,男,汉族,1952/1/1,黑龙江省,哈尔滨市,,,1974/10/1,退休,,,,,,,,,,,,,,,,,
1252,李书磊,男,汉族,1964/1/1,河南省,新乡市,原阳县,,,在职,,,,,,,,,,,,,,,,,
1253,倪岳峰,男,汉族,1964/9/1,安徽省,安庆市,岳西县,博士,1985/3/1,在职,,,,,,,,,,,,,,,,,
1254,鲍绍坤,男,汉族,1950/1/1,湖北省,孝感市,,本科,1974/12/1,在职,,,,,,,,,,,,,,,,,
1255,张志南,男,汉族,1960/10/1,福建省,龙岩市,,本科,1978/5/1,在职,,,,,,,,,,,,,,,,,
1256,叶双瑜,男,汉族,1955/11/1,福建省,龙岩市,上杭县,硕士,1975/3/1,在职,,,,,,,,,,,,,,,,,
1257,陈营官,男,汉族,1944/1/1,福建省,福州市,长乐市,本科,1971/5/1,退休,,,,,,,,,,,,,,,,,
1258,陈辞,男,汉族,1954/12/1,安徽省,六安市,金寨县,硕士,1977/6/1,在职,,,,,,,,,,,,,,,,,
1259,王为璐,男,汉族,1948/9/1,山东省,威海市,文登市,本科,1969/10/1,退休,,,,,,,,,,,,,,,,,
1260,王富玉,男,回族,1952/8/1,河南省,南阳市,唐河县,博士,1974/6/1,在职,,,,,,,,,,,,,,,,,
1261,倪强,男,汉族,1966/5/1,江苏省,镇江市,,博士,1991/5/1,在职,,,,,,,,,,,,,,,,,
1262,冀文林,男,汉族,1966/7/1,内蒙古自治区,乌兰察布市,凉城县,硕士,1994/8/1,立案查处,,是,贪污腐败,,否,2014/2/18,中纪委,是,受贿罪,人民币2046万,2016/3/30,天津市,,12年有期徒刑,否,,
1263,徐唐先,男,汉族,1954/4/1,湖北省,咸宁市,通山市,博士,1986/12/1,退休,,,,,,,,,,,,,,,,,
1264,陈成,男,汉族,1952/10/1,海南省,,临高县,硕士,1973/9/1,在职,,,,,,,,,,,,,,,,,
1265,姜斯宪,男,汉族,1954/9/1,江苏省,扬州市,江都区,硕士,1976/3/1,在职,,,,,,,,,,,,,,,,,
1266,于迅,男,汉族,1952/8/1,山东省,烟台市,牟平区,硕士,1974/2/1,在职,,,,,,,,,,,,,,,,,
1267,王勇,男,汉族,1957/3/1,山东省,聊城市,阳谷县,本科,1976/7/1,在职,,,,,,,,,,,,,,,,,
1268,陆志远,男,汉族,1959/11/1,云南省,红河哈尼族彝族自治州,开远县,博士,1984/11/1,在职,,,,,,,,,,,,,,,,,
1269,汪啸风,男,汉族,1944/10/1,湖南省,张家界市,慈利县,本科,1973/8/1,退休,,,,,,,,,,,,,,,,,
1270,卫留成,男,汉族,1946/8/1,河南省,驻马店市,泌阳县,本科,1973/12/1,退休,,,,,,,,,,,,,,,,,
1271,罗保铭,男,汉族,1952/10/1,天津市,,,硕士,1971/8/1,在职,,,,,,,,,,,,,,,,,
1272,刘琦,男,汉族,1956/2/1,山西省,晋中市,左权县,硕士,1982/7/1,在职,,,,,,,,,,,,,,,,,
1273,李秀领,男,汉族,1962/10/1,江苏省,徐州市,铜山区,博士,1984/2/1,在职,,,,,,,,,,,,,,,,,
1274,周文彰,男,汉族,1953/8/1,江苏省,扬州市,宝应县,博士,1987/10/1,退休,,,,,,,,,,,,,,,,,
1275,许俊,男,汉族,1958/1/1,海南省,,澄迈县,硕士,1976/12/1,在职,,,,,,,,,,,,,,,,,
1276,蔡长松,男,汉族,1941/12/1,湖南省,长沙市,望城区,本科,1965/11/1,退休,,,,,,,,,,,,,,,,,
1277,钟文,男,汉族,1946/3/1,海南省,,东方市,本科,1971/1/1,退休,,,,,,,,,,,,,,,,,
1278,肖若海,男,汉族,1954/5/1,海南省,,万宁市,硕士,1974/1/1,在职,,,,,,,,,,,,,,,,,
1279,吴昌元,男,汉族,1946/10/1,浙江省,嘉兴市,嘉善县,本科,1970/8/1,在职,,,,,,,,,,,,,,,,,
1280,孙新阳,男,汉族,1964/6/1,陕西省,渭南市,富平县,硕士,1988/9/1,在职,,,,,,,,,,,,,,,,,
1281,贺贤书,男,汉族,1947/8/1,湖南省,娄底市,双峰县,本科,1969/6/1,退休,,,,,,,,,,,,,,,,,
1282,王晓军,男,汉族,1952/9/1,河北省,邯郸市,馆陶县,本科,1970/11/1,在职,,,,,,,,,,,,,,,,,
1283,刘鼎兴,男,汉族,1958/8/1,湖南省,株洲市,攸县,硕士,1974/1/1,退休,,,,,,,,,,,,,,,,,
1284,谭本宏,男,汉族,1957/5/1,湖南省,,慈利县,硕士,1977/10/1,在职,,,,,,,,,,,,,,,,,
1285,王守初,女,汉族,1947/1/1,重庆市,,,硕士,1975/1/1,退休,,,,,,,,,,,,,,,,,
1286,刘剑,男,汉族,1970/2/1,山东省,济南市,平阴县,硕士,1991/1/1,在职,,,,,,,,,,,,,,,,,
1287,阿不拉·卡斯木,男,维吾尔族,1947/3/1,新疆维吾尔自治区,吐鲁番地区,托克逊县,专科,,退休,,,,,,,,,,,,,,,,,
1288,伊力汗·奥斯曼,男,维吾尔族,1964/2/1,新疆维吾尔自治区,乌鲁木齐市,,本科,1985/5/1,在职,,,,,,,,,,,,,,,,,
1289,孙昌华,男,汉族,1956/4/1,山东省,滨州市,惠民县,硕士,,在职,,,,,,,,,,,,,,,,,
1290,刘新胜,男,汉族,1956/1/1,山东省,德州市,宁津,硕士,1976/8/1,在职,,,,,,,,,,,,,,,,,
1291,张文全,男,汉族,1963/6/1,甘肃省,金昌市,,硕士,1984/8/1,在职,,,,,,,,,,,,,,,,,
1292,陈新发,男,汉族,1960/7/1,新疆维吾尔自治区,克拉玛依市,,博士,1998/5/1,在职,,,,,,,,,,,,,,,,,
1293,王宜林,男,汉族,1956/9/1,江苏省,连云港市,赣榆县,博士,,在职,,,,,,,,,,,,,,,,,
1294,唐健,男,汉族,1949/6/1,甘肃省,临夏回族自治州,临夏县,专科,,退休,,,,,,,,,,,,,,,,,
1295,徐卫喜,男,汉族,1954/11/1,新疆维吾尔自治区,昌吉回族自治州,吉木萨尔,专科,1980/12/1,退休,,,,,,,,,,,,,,,,,
1296,乃依木·亚森,男,维吾尔族,1952/11/1,新疆维吾尔自治区,吐鲁番地区,,硕士,1975/7/1,在职,,,,,,,,,,,,,,,,,
1297,吉尔拉·衣沙木丁,男,维吾尔族,1962/6/1,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿图什市,硕士,1986/12/1,在职,,,,,,,,,,,,,,,,,
1298,伊力哈木·沙比尔,男,维吾尔族,1961/2/1,新疆维吾尔自治区,塔城地区,,硕士,1990/11/1,在职,,,,,,,,,,,,,,,,,
1299,栗智,男,汉族,1950/11/1,安徽省,亳州市,利辛县,硕士,1971/3/1,立案查处,,是,贪污腐败,,否,2015/3/11,中纪委,是,受贿罪,人民币1319万元,2016/6/23,青海省,西宁市,12年有期徒刑,否,,
1300,朱海仑,男,汉族,1958/1/1,江苏省,淮安市,涟水县,本科,1980/5/1,在职,,,,,,,,,,,,,,,,,
1301,李豆罗,男,汉族,1946/7/1,江西省,南昌市,进贤县,本科,1970/1/1,退休,,,,,,,,,,,,,,,,,
1302,胡宪,男,汉族,1954/6/1,江西省,宜春市,高安县,本科,1978/4/1,在职,,,,,,,,,,,,,,,,,
1303,陈俊卿,男,汉族,1963/5/1,福建省,泉州市,南安县,硕士,1992/7/1,在职,,,,,,,,,,,,,,,,,
1304,郭安,男,汉族,1962/10/1,江西省,赣州市,信丰县,硕士,1985/3/1,在职,,,,,,,,,,,,,,,,,
1305,钟家明,男,汉族,1941/9/1,江西省,萍乡市,,专科,1972/12/1,退休,,,,,,,,,,,,,,,,,
1306,刘积福,男,汉族,1949/7/1,江西省,吉安市,,硕士,1969/12/1,退休,,,,,,,,,,,,,,,,,
1307,王忠武,男,汉族,1956/10/1,安徽省,宣城市,泾县,硕士,,在职,,,,,,,,,,,,,,,,,
1308,蔡晓明,男,汉族,1956/11/1,江西省,新余市,分宜县,本科,1980/5/1,在职,,,,,,,,,,,,,,,,,
1309,王萍,女,汉族,1958/5/1,山东省,烟台市,海阳市,硕士,1978/1/1,在职,,,,,,,,,,,,,,,,,
1310,曾庆红(江西省),女,汉族,1962/4/1,江西省,赣州市,兴国县,硕士,1984/7/1,在职,,,,,,,,,,,,,,,,,
1311,殷美根,男,汉族,1963/8/1,江西省,南昌市,,硕士,1985/5/1,在职,,,,,,,,,,,,,,,,,
1312,钟志生,男,汉族,1963/6/1,江西省,新余市,分宜县,硕士,1985/9/1,在职,,,,,,,,,,,,,,,,,
1313,刘上洋,男,汉族,1951/8/1,江西省,南昌市,安义县,硕士,1972/1/1,退休,,,,,,,,,,,,,,,,,
1314,赵智勇,男,汉族,1955/4/1,河北省,保定市,易县,博士,1973/10/1,降/辞/撤职,,是,贪污腐败,降为科员,是,2014/6/3,中纪委,否,,,,,,,,,
1315,钟利贵,男,汉族,1953/8/1,江西省,九江市,修水县,本科,,在职,,,,,,,,,,,,,,,,,
1316,许爱民,男,汉族,1957/1/1,江西省,抚州市,黎川县,硕士,1976/6/1,降/辞/撤职,,是,违纪,降为副处级非领导职务,是,2015/2/17,中纪委,否,,,,,,,,,
1317,虞国庆,男,汉族,1955/10/1,浙江省,宁波市,慈溪县,硕士,,在职,,,,,,,,,,,,,,,,,
1318,李放,男,汉族,1957/9/1,黑龙江省,哈尔滨市,呼兰县,硕士,1982/10/1,在职,,,,,,,,,,,,,,,,,
1319,刘昌林,男,汉族,1962/7/1,重庆市,,,硕士,,在职,,,,,,,,,,,,,,,,,
1320,颜赣辉,男,汉族,1962/2/1,江西省,抚州市,崇仁县,本科,1985/5/1,在职,,,,,,,,,,,,,,,,,
1321,舒晓琴,女,汉族,1956/9/1,江西省,宜春市,靖安县,硕士,1977/4/1,在职,,,,,,,,,,,,,,,,,
1322,姚亚平,男,汉族,1955/11/1,江西省,南昌市,,博士后,1985/11/1,在职,,,,,,,,,,,,,,,,,
1323,邓保生,男,汉族,1964/10/1,江西省,赣州市,宁都县,博士,1987/10/1,在职,,,,,,,,,,,,,,,,,
1324,汪普生,男,汉族,1946/11/1,安徽省,安庆市,桐城县,专科,,退休,,,,,,,,,,,,,,,,,
1325,邝小平,男,汉族,1956/1/1,江西省,赣州市,寻乌县,本科,1980/1/1,在职,,,,,,,,,,,,,,,,,
1326,陈卫民,男,汉族,1959/8/1,江西省,抚州市,乐安县,硕士,1983/5/1,立案查处,,是,贪污腐败,,否,2014/9/15,江西省纪委,,,,,,,,,,
1327,李小豹,男,汉族,1968/10/1,湖南省,郴州市,永兴县,博士,1995/1/1,在职,,,,,,,,,,,,,,,,,
1328,刘南方,男,汉族,1940/10/1,江西省,吉安市,安福县,本科,1966/5/1,退休,,,,,,,,,,,,,,,,,
1329,谢亦森,男,汉族,1955/1/1,江西省,赣州市,宁都县,本科,1977/7/1,在职,,,,,,,,,,,,,,,,,
1330,刘和平,男,汉族,1954/12/1,江西省,吉安市,新干县,硕士,,在职,,,,,,,,,,,,,,,,,
1331,洪礼和,男,汉族,1953/11/1,江西省,上饶市,余干县,本科,,在职,,,,,,,,,,,,,,,,,
1332,金细安,男,汉族,1950/11/1,江西省,宜春市,丰城县,本科,,在职,,,,,,,,,,,,,,,,,
1333,汪德和,男,汉族,1950/1/1,江西省,上饶市,鄱阳县,硕士,1971/12/1,退休,,,,,,,,,,,,,,,,,
1334,王平(湖南省),男,汉族,1956/12/1,湖南省,长沙市,,硕士,1983/1/1,立案查处,,是,贪污腐败,涉及苏荣案,否,2014/12/1,中纪委,是,行贿罪、受贿罪,,2016/8/3,江西省,景德镇市,,,,
1335,李安泽,男,汉族,1960/8/1,江西省,赣州市,瑞金县,博士,1977/12/1,立案查处,,是,贪污腐败,涉及苏荣案,否,2014/8/27,中纪委,,,,,,,,,,
1336,刘捷(江苏省),男,汉族,1970/1/1,江苏省,镇江市,丹阳县,博士,1996/12/1,在职,,,,,,,,,,,,,,,,,
1337,丛文景,男,汉族,1962/12/1,安徽省,淮南市,凤台县,硕士,,立案查处,,是,贪污腐败,涉及苏荣案,否,2014/11/28,中纪委,是,行贿罪、受贿罪,,2016/8/3,江西省,抚州市,,,,
1338,董仚生,男,汉族,1962/2/1,江西省,宜春市,宜丰县,硕士,1984/2/1,在职,,,,,,,,,,,,,,,,,
1339,熊茂平,男,汉族,1967/2/1,江西省,九江市,永修县,硕士,1994/10/1,在职,,,,,,,,,,,,,,,,,
1340,萧茂普,男,汉族,1949/1/1,江西省,上饶市,广丰县,本科,1969/10/1,退休,,,,,,,,,,,,,,,,,
1341,杨宪萍,男,汉族,1954/6/1,江西省,萍乡市,,硕士,,退休,,,,,,,,,,,,,,,,,
1342,陈兴超,男,汉族,1963/2/1,浙江省,绍兴市,诸暨县,硕士,1984/11/1,在职,,,,,,,,,,,,,,,,,
1343,王昭悠,男,汉族,1947/12/1,江西省,吉安市,,专科,1966/6/1,退休,,,,,,,,,,,,,,,,,
1344,冷新生,男,汉族,1964/10/1,江西省,宜春市,奉新县,本科,1985/1/1,在职,,,,,,,,,,,,,,,,,
1345,张海如,男,汉族,1946/4/1,江西省,宜春市,宜丰县,专科,1965/9/1,退休,,,,,,,,,,,,,,,,,
1346,史文清,男,蒙古族,1954/10/1,辽宁省,沈阳市,法库县,博士,1974/11/1,在职,,,,,,,,,,,,,,,,,
1347,伍自尧,男,汉族,,江西省,宜春市,上高县,不详,1965/11/1,退休,,,,,,,,,,,,,,,,,
1348,蒋斌,男,汉族,1968/1/1,安徽省,马鞍山市,含山县,硕士,1988/6/1,在职,,,,,,,,,,,,,,,,,
1349,余小平,男,汉族,1953/6/1,,,,本科,,死亡,,,,,,,,,,,,,,,,,
1350,潘东军,男,汉族,1962/9/1,吉林省,通化市,柳河县,本科,1985/4/1,在职,,,,,,,,,,,,,,,,,
1351,陈达恒,男,汉族,1951/6/1,江西省,宜春市,万载县,硕士,1969/9/1,退休,,,,,,,,,,,,,,,,,
1352,吕滨,男,汉族,1956/6/1,湖南省,长沙市,,博士,,在职,,,,,,,,,,,,,,,,,
1353,胡长林,男,汉族,1949/12/1,江西省,赣州市,瑞金县,本科,,退休,,,,,,,,,,,,,,,,,
1354,周萌,男,汉族,1957/8/1,江西省,宜春市,丰城县,硕士,1976/8/1,在职,,,,,,,,,,,,,,,,,
1355,胡世忠,男,汉族,1963/11/1,江苏省,常州市,武进县,硕士,1983/6/1,在职,,,,,,,,,,,,,,,,,
1356,王林森,男,汉族,1947/5/1,江西省,宜春市,樟树县,本科,1975/11/1,退休,,,,,,,,,,,,,,,,,
1357,刘礼祖,男,汉族,1955/7/1,江西省,宜春市,宜丰县,硕士,1976/6/1,降/辞/撤职,,是,违纪,降级为科员,否,2015/1/22,中纪委,,,,,,,,,,
1358,钟际跃,男,汉族,1952/2/1,江西省,赣州市,大余县,不详,,在职,,,,,,,,,,,,,,,,,
1359,甘良淼,男,汉族,1955/3/1,江西省,宜春市,靖安县,硕士,1981/9/1,在职,,,,,,,,,,,,,,,,,
1360,张勇,男,汉族,1960/10/1,江西省,新余市,,博士,1984/6/1,在职,,,,,,,,,,,,,,,,,
1361,张和平,男,汉族,1964/11/1,江西省,吉安市,永丰县,博士,1984/7/1,在职,,,,,,,,,,,,,,,,,
1362,钟健华,男,汉族,1951/1/1,江西省,宜春市,,硕士,1971/6/1,退休,,,,,,,,,,,,,,,,,
1363,鹿心社,男,汉族,1956/11/1,山东省,菏泽市,巨野县,本科,1985/7/1,在职,,,,,,,,,,,,,,,,,
1364,尚勇,男,汉族,1957/1/1,山东省,济宁市,梁山县,博士,1981/1/1,在职,,,,,,,,,,,,,,,,,
1365,凌成兴,男,汉族,1957/10/1,江西省,宜春市,上高县,硕士,1977/1/1,在职,,,,,,,,,,,,,,,,,
1366,莫建成,男,汉族,1956/3/1,浙江省,绍兴市,嵊州县,本科,1977/5/1,在职,,,,,,,,,,,,,,,,,
1367,黄智权,男,汉族,1942/2/1,浙江省,嘉兴市,桐乡县,本科,1979/5/1,退休,,,,,,,,,,,,,,,,,
1368,步正发,男,汉族,1946/12/1,江苏省,镇江市,丹阳县,本科,1965/12/1,退休,,,,,,,,,,,,,,,,,
1369,彭宏松,男,汉族,1946/2/1,湖南省,常德市,澧县,硕士,1978/3/1,退休,,,,,,,,,,,,,,,,,
1370,周泽民,男,汉族,1954/11/1,湖北省,武汉市,,硕士,1972/11/1,在职,,,,,,,,,,,,,,,,,
1371,夏宝龙,男,汉族,1952/12/1,天津市,,,博士,1973/11/1,在职,,,,,,,,,,,,,,,,,
1372,赵洪祝,男,汉族,1947/7/1,内蒙古自治区,赤峰市,宁城市,本科,1969/8/1,在职,,,,,,,,,,,,,,,,,
1373,李强(浙江省),男,汉族,1959/7/1,浙江省,温州市,瑞安市,硕士,1983/4/1,在职,,,,,,,,,,,,,,,,,
1374,吕祖善,男,汉族,1946/11/1,浙江省,杭州市,,硕士,1966/3/1,退休,,,,,,,,,,,,,,,,,
1375,柴松岳,男,汉族,1941/11/1,浙江省,舟山市,,专科,1961/9/1,退休,,,,,,,,,,,,,,,,,
1376,周国富,男,汉族,1945/7/1,浙江省,绍兴市,诸暨市,本科,1972/6/1,退休,,,,,,,,,,,,,,,,,
1377,李金明,男,汉族,1941/8/1,河南省,南阳市,,本科,1964/5/1,退休,,,,,,,,,,,,,,,,,
1378,乔传秀,女,汉族,1954/1/1,安徽省,六安市,寿县,硕士,1973/10/1,在职,,,,,,,,,,,,,,,,,
1379,王辉忠,男,汉族,1956/2/1,浙江省,金华市,义乌市,硕士,1978/5/1,在职,,,,,,,,,,,,,,,,,
1380,斯鑫良,男,汉族,1950/1/1,浙江省,金华市,东阳市,硕士,1980/6/1,立案查处,,是,贪污腐败,,否,2015/2/16,中纪委,是,受贿罪,人民币1955万元,2016/8/18,江西省,九江市,12年有期徒刑,否,,
1381,蔡奇,男,汉族,1955/12/1,福建省,三明市,尤溪县,博士,1975/8/1,退休,,,,,,,,,,,,,,,,,
1382,胡和平,男,汉族,1962/1/1,山东省,临沂市,,博士,1982/6/1,在职,,,,,,,,,,,,,,,,,
1383,陈敏尔,男,汉族,1960/9/1,浙江省,绍兴市,诸暨市,硕士,1982/9/1,在职,,,,,,,,,,,,,,,,,
1384,黄坤明,男,汉族,1956/9/1,福建省,龙岩市,上杭县,博士,1976/9/1,在职,,,,,,,,,,,,,,,,,
1385,茅临生,男,汉族,1954/1/1,浙江省,台州市,天台县,本科,1975/2/1,在职,,,,,,,,,,,,,,,,,
1386,葛慧君,女,汉族,1963/3/1,浙江省,绍兴市,诸暨市,硕士,1982/5/1,在职,,,,,,,,,,,,,,,,,
1387,王华元,男,汉族,1948/12/1,安徽省,,,本科,1969/2/1,立案查处,,是,贪污腐败,,否,2009/4/16,中纪委,是,受贿罪,收受人民币771万元，人民币894万余元的部分不能说明来源,2010/9/9,山东省,枣庄市,死缓,否,,
1388,章猛进,男,汉族,1946/10/1,浙江省,宁波市,余姚市,硕士,1971/4/1,退休,,,,,,,,,,,,,,,,,
1389,龚正,男,汉族,1960/3/1,江苏省,苏州市,,博士,1985/4/1,在职,,,,,,,,,,,,,,,,,
1390,张曦,男,汉族,1945/11/1,浙江省,宁波市,,本科,1985/6/1,退休,,,,,,,,,,,,,,,,,
